,Country,Region,Income,Year,Population
429,Zimbabwe,Sub-Saharan Africa,Lower middle income,1961,3925952.0
430,Aruba,Latin America & Caribbean,High income,1962,56682.0
431,Afghanistan,South Asia,Low income,1962,8969047.0
432,Angola,Sub-Saharan Africa,Lower middle income,1962,5521400.0
433,Albania,Europe & Central Asia,Upper middle income,1962,1711319.0
434,Andorra,Europe & Central Asia,High income,1962,11014.0
435,United Arab Emirates,Middle East & North Africa,High income,1962,148877.0
436,Argentina,Latin America & Caribbean,Upper middle income,1962,21020359.0
437,Armenia,Europe & Central Asia,Upper middle income,1962,2039346.0
438,American Samoa,East Asia & Pacific,High income,1962,21272.0
439,Antigua and Barbuda,Latin America & Caribbean,High income,1962,57008.0
440,Australia,East Asia & Pacific,High income,1962,10742000.0
441,Austria,Europe & Central Asia,High income,1962,7129864.0
442,Azerbaijan,Europe & Central Asia,Upper middle income,1962,4168150.0
443,Burundi,Sub-Saharan Africa,Low income,1962,2887398.0
444,Belgium,Europe & Central Asia,High income,1962,9220578.0
445,Benin,Sub-Saharan Africa,Lower middle income,1962,2593302.0
446,Burkina Faso,Sub-Saharan Africa,Low income,1962,4924497.0
447,Bangladesh,South Asia,Lower middle income,1962,53461661.0
448,Bulgaria,Europe & Central Asia,Upper middle income,1962,8012946.0
449,Bahrain,Middle East & North Africa,High income,1962,173359.0
450,"Bahamas, The",Latin America & Caribbean,High income,1962,126305.0
451,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1962,3387512.0
452,Belarus,Europe & Central Asia,Upper middle income,1962,8351928.0
453,Belize,Latin America & Caribbean,Upper middle income,1962,96188.0
454,Bermuda,North America,High income,1962,46600.0
455,Bolivia,Latin America & Caribbean,Lower middle income,1962,3864140.0
456,Brazil,Latin America & Caribbean,Upper middle income,1962,77599218.0
457,Barbados,Latin America & Caribbean,High income,1962,234829.0
458,Brunei Darussalam,East Asia & Pacific,High income,1962,93837.0
459,Bhutan,South Asia,Lower middle income,1962,233417.0
460,Botswana,Sub-Saharan Africa,Upper middle income,1962,536428.0
461,Central African Republic,Sub-Saharan Africa,Low income,1962,1742502.0
462,Canada,North America,High income,1962,18614000.0
463,Switzerland,Europe & Central Asia,High income,1962,5573815.0
464,Channel Islands,Europe & Central Asia,High income,1962,111281.0
465,Chile,Latin America & Caribbean,High income,1962,8486120.0
466,China,East Asia & Pacific,Upper middle income,1962,665770000.0
467,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1962,3998287.0
468,Cameroon,Sub-Saharan Africa,Lower middle income,1962,5303841.0
469,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1962,16086084.0
470,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1962,1112348.0
471,Colombia,Latin America & Caribbean,Upper middle income,1962,16691282.0
472,Comoros,Sub-Saharan Africa,Lower middle income,1962,202527.0
473,Cabo Verde,Sub-Saharan Africa,Lower middle income,1962,221484.0
474,Costa Rica,Latin America & Caribbean,Upper middle income,1962,1447037.0
475,Cuba,Latin America & Caribbean,Upper middle income,1962,7574265.0
476,Curacao,Latin America & Caribbean,High income,1962,128414.0
477,Cayman Islands,Latin America & Caribbean,High income,1962,8799.0
478,Cyprus,Europe & Central Asia,High income,1962,601095.0
479,Czechia,Europe & Central Asia,High income,1962,9624660.0
480,Germany,Europe & Central Asia,High income,1962,74025784.0
481,Djibouti,Middle East & North Africa,Lower middle income,1962,93122.0
482,Dominica,Latin America & Caribbean,Upper middle income,1962,61224.0
483,Denmark,Europe & Central Asia,High income,1962,4647727.0
484,Dominican Republic,Latin America & Caribbean,Upper middle income,1962,3521164.0
485,Algeria,Middle East & North Africa,Lower middle income,1962,11778260.0
486,Ecuador,Latin America & Caribbean,Upper middle income,1962,4890425.0
487,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1962,28485022.0
488,Eritrea,Sub-Saharan Africa,Low income,1962,1041552.0
489,Spain,Europe & Central Asia,High income,1962,31023366.0
490,Estonia,Europe & Central Asia,High income,1962,1241623.0
491,Ethiopia,Sub-Saharan Africa,Low income,1962,22852158.0
492,Finland,Europe & Central Asia,High income,1962,4491443.0
493,Fiji,East Asia & Pacific,Upper middle income,1962,427695.0
494,France,Europe & Central Asia,High income,1962,47679792.0
495,Faroe Islands,Europe & Central Asia,High income,1962,34963.0
496,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1962,46200.0
497,Gabon,Sub-Saharan Africa,Upper middle income,1962,525754.0
498,United Kingdom,Europe & Central Asia,High income,1962,53250000.0
499,Georgia,Europe & Central Asia,Upper middle income,1962,3760300.0
500,Ghana,Sub-Saharan Africa,Lower middle income,1962,7281192.0
501,Gibraltar,Europe & Central Asia,High income,1962,22249.0
502,Guinea,Sub-Saharan Africa,Lower middle income,1962,3642324.0
503,"Gambia, The",Sub-Saharan Africa,Low income,1962,422310.0
504,Guinea-Bissau,Sub-Saharan Africa,Low income,1962,590399.0
505,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1962,277490.0
506,Greece,Europe & Central Asia,High income,1962,8448233.0
507,Grenada,Latin America & Caribbean,Upper middle income,1962,96052.0
508,Greenland,Europe & Central Asia,High income,1962,35000.0
509,Guatemala,Latin America & Caribbean,Upper middle income,1962,4378604.0
510,Guam,East Asia & Pacific,High income,1962,75412.0
511,Guyana,Latin America & Caribbean,High income,1962,604833.0
512,"Hong Kong SAR, China",East Asia & Pacific,High income,1962,3305200.0
513,Honduras,Latin America & Caribbean,Lower middle income,1962,2202854.0
514,Croatia,Europe & Central Asia,High income,1962,4196712.0
515,Haiti,Latin America & Caribbean,Lower middle income,1962,4049504.0
516,Hungary,Europe & Central Asia,High income,1962,10061734.0
517,Indonesia,East Asia & Pacific,Upper middle income,1962,93345489.0
518,Isle of Man,Europe & Central Asia,High income,1962,48669.0
519,India,South Asia,Lower middle income,1962,467024193.0
520,Ireland,Europe & Central Asia,High income,1962,2836050.0
521,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,1962,22605050.0
522,Iraq,Middle East & North Africa,Upper middle income,1962,7481832.0
523,Iceland,Europe & Central Asia,High income,1962,182378.0
524,Israel,Middle East & North Africa,High income,1962,2293000.0
525,Italy,Europe & Central Asia,High income,1962,50879450.0
526,Jamaica,Latin America & Caribbean,Upper middle income,1962,1683761.0
527,Jordan,Middle East & North Africa,Lower middle income,1962,934615.0
528,Japan,East Asia & Pacific,High income,1962,94933000.0
529,Kazakhstan,Europe & Central Asia,Upper middle income,1962,9959414.0
530,Kenya,Sub-Saharan Africa,Lower middle income,1962,8363578.0
531,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1962,2333400.0
532,Cambodia,East Asia & Pacific,Lower middle income,1962,5788854.0
533,Kiribati,East Asia & Pacific,Lower middle income,1962,49508.0
534,St. Kitts and Nevis,Latin America & Caribbean,High income,1962,55404.0
535,"Korea, Rep.",East Asia & Pacific,High income,1962,26513030.0
536,Kuwait,Middle East & North Africa,High income,1962,378190.0
537,Lao PDR,East Asia & Pacific,Lower middle income,1962,2221615.0
538,Lebanon,Middle East & North Africa,Lower middle income,1962,1911959.0
539,Liberia,Sub-Saharan Africa,Low income,1962,1194085.0
540,Libya,Middle East & North Africa,Upper middle income,1962,1535157.0
541,St. Lucia,Latin America & Caribbean,Upper middle income,1962,93823.0
542,Liechtenstein,Europe & Central Asia,High income,1962,17221.0
543,Sri Lanka,South Asia,Lower middle income,1962,10267067.0
544,Lesotho,Sub-Saharan Africa,Lower middle income,1962,784681.0
545,Lithuania,Europe & Central Asia,High income,1962,2863350.0
546,Luxembourg,Europe & Central Asia,High income,1962,320750.0
547,Latvia,Europe & Central Asia,High income,1962,2181586.0
548,"Macao SAR, China",East Asia & Pacific,High income,1962,186039.0
549,St. Martin (French part),Latin America & Caribbean,High income,1962,4388.0
550,Morocco,Middle East & North Africa,Lower middle income,1962,12404757.0
551,Monaco,Europe & Central Asia,High income,1962,22106.0
552,Moldova,Europe & Central Asia,Upper middle income,1962,2177676.0
553,Madagascar,Sub-Saharan Africa,Low income,1962,5343117.0
554,Maldives,South Asia,Upper middle income,1962,96332.0
555,Mexico,Latin America & Caribbean,Upper middle income,1962,38683283.0
556,Marshall Islands,East Asia & Pacific,Upper middle income,1962,16387.0
557,North Macedonia,Europe & Central Asia,Upper middle income,1962,1497338.0
558,Mali,Sub-Saharan Africa,Low income,1962,5494845.0
559,Malta,Middle East & North Africa,High income,1962,323900.0
560,Myanmar,East Asia & Pacific,Lower middle income,1962,22699703.0
561,Montenegro,Europe & Central Asia,Upper middle income,1962,502558.0
562,Mongolia,East Asia & Pacific,Lower middle income,1962,1045315.0
563,Northern Mariana Islands,East Asia & Pacific,High income,1962,9252.0
564,Mozambique,Sub-Saharan Africa,Low income,1962,7060376.0
565,Mauritania,Sub-Saharan Africa,Lower middle income,1962,885938.0
566,Mauritius,Sub-Saharan Africa,Upper middle income,1962,700349.0
567,Malawi,Sub-Saharan Africa,Low income,1962,3799155.0
568,Malaysia,East Asia & Pacific,Upper middle income,1962,8324218.0
569,Namibia,Sub-Saharan Africa,Upper middle income,1962,613808.0
570,New Caledonia,East Asia & Pacific,High income,1962,83400.0
571,Niger,Sub-Saharan Africa,Low income,1962,3711068.0
572,Nigeria,Sub-Saharan Africa,Lower middle income,1962,46821845.0
573,Nicaragua,Latin America & Caribbean,Lower middle income,1962,1901451.0
574,Netherlands,Europe & Central Asia,High income,1962,11805689.0
575,Norway,Europe & Central Asia,High income,1962,3638918.0
576,Nepal,South Asia,Lower middle income,1962,10570716.0
577,Nauru,East Asia & Pacific,High income,1962,4950.0
578,New Zealand,East Asia & Pacific,High income,1962,2482000.0
579,Oman,Middle East & North Africa,High income,1962,557139.0
580,Pakistan,South Asia,Lower middle income,1962,48161841.0
581,Panama,Latin America & Caribbean,High income,1962,1196289.0
582,Peru,Latin America & Caribbean,Upper middle income,1962,10792094.0
583,Philippines,East Asia & Pacific,Lower middle income,1962,30185979.0
584,Palau,East Asia & Pacific,Upper middle income,1962,9851.0
585,Papua New Guinea,East Asia & Pacific,Lower middle income,1962,2082562.0
586,Poland,Europe & Central Asia,High income,1962,30308500.0
587,Puerto Rico,Latin America & Caribbean,High income,1962,2450322.0
588,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1962,12180505.0
589,Portugal,Europe & Central Asia,High income,1962,8993985.0
590,Paraguay,Latin America & Caribbean,Upper middle income,1962,1989376.0
591,French Polynesia,East Asia & Pacific,High income,1962,89208.0
592,Qatar,Middle East & North Africa,High income,1962,45123.0
593,Romania,Europe & Central Asia,High income,1962,18676550.0
594,Russian Federation,Europe & Central Asia,Upper middle income,1962,122591000.0
595,Rwanda,Sub-Saharan Africa,Low income,1962,3122124.0
596,Saudi Arabia,Middle East & North Africa,High income,1962,4458516.0
597,Sudan,Sub-Saharan Africa,Low income,1962,8841338.0
598,Senegal,Sub-Saharan Africa,Lower middle income,1962,3463524.0
599,Singapore,East Asia & Pacific,High income,1962,1750200.0
600,Solomon Islands,East Asia & Pacific,Lower middle income,1962,140254.0
601,Sierra Leone,Sub-Saharan Africa,Low income,1962,2382914.0
602,El Salvador,Latin America & Caribbean,Upper middle income,1962,2937821.0
603,San Marino,Europe & Central Asia,High income,1962,16242.0
604,Somalia,Sub-Saharan Africa,Low income,1962,3022827.0
605,Serbia,Europe & Central Asia,Upper middle income,1962,6696000.0
606,South Sudan,Sub-Saharan Africa,Low income,1962,2992270.0
607,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1962,69520.0
608,Suriname,Latin America & Caribbean,Upper middle income,1962,288291.0
609,Slovak Republic,Europe & Central Asia,High income,1962,4238188.0
610,Slovenia,Europe & Central Asia,High income,1962,1603649.0
611,Sweden,Europe & Central Asia,High income,1962,7561588.0
612,Eswatini,Sub-Saharan Africa,Lower middle income,1962,361070.0
613,Sint Maarten (Dutch part),Latin America & Caribbean,High income,1962,3171.0
614,Seychelles,Sub-Saharan Africa,High income,1962,44042.0
615,Syrian Arab Republic,Middle East & North Africa,Low income,1962,4894995.0
616,Turks and Caicos Islands,Latin America & Caribbean,High income,1962,5633.0
617,Chad,Sub-Saharan Africa,Low income,1962,3148242.0
618,Togo,Sub-Saharan Africa,Low income,1962,1706841.0
619,Thailand,East Asia & Pacific,Upper middle income,1962,28242174.0
620,Tajikistan,Europe & Central Asia,Lower middle income,1962,2287181.0
621,Turkmenistan,Europe & Central Asia,Upper middle income,1962,1716868.0
622,Timor-Leste,East Asia & Pacific,Lower middle income,1962,483324.0
623,Tonga,East Asia & Pacific,Upper middle income,1962,71388.0
624,Trinidad and Tobago,Latin America & Caribbean,High income,1962,881519.0
625,Tunisia,Middle East & North Africa,Lower middle income,1962,4281744.0
626,Turkiye,Europe & Central Asia,Upper middle income,1962,29033647.0
627,Tuvalu,East Asia & Pacific,Upper middle income,1962,5471.0
628,Tanzania,Sub-Saharan Africa,Lower middle income,1962,10644622.0
629,Uganda,Sub-Saharan Africa,Low income,1962,8068828.0
630,Ukraine,Europe & Central Asia,Lower middle income,1962,43924755.0
631,Uruguay,Latin America & Caribbean,High income,1962,2592441.0
632,United States,North America,High income,1962,186538000.0
633,Uzbekistan,Europe & Central Asia,Lower middle income,1962,9038222.0
634,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1962,87183.0
635,British Virgin Islands,Latin America & Caribbean,High income,1962,7902.0
636,Virgin Islands (U.S.),Latin America & Caribbean,High income,1962,35000.0
637,Viet Nam,East Asia & Pacific,Lower middle income,1962,34533889.0
638,Vanuatu,East Asia & Pacific,Lower middle income,1962,68391.0
639,Samoa,East Asia & Pacific,Lower middle income,1962,120163.0
640,Kosovo,Europe & Central Asia,Upper middle income,1962,994000.0
641,"Yemen, Rep.",Middle East & North Africa,Low income,1962,5753386.0
642,South Africa,Sub-Saharan Africa,Upper middle income,1962,17503133.0
643,Zambia,Sub-Saharan Africa,Lower middle income,1962,3323427.0
644,Zimbabwe,Sub-Saharan Africa,Lower middle income,1962,4049778.0
645,Aruba,Latin America & Caribbean,High income,1963,57475.0
646,Afghanistan,South Asia,Low income,1963,9157465.0
647,Angola,Sub-Saharan Africa,Lower middle income,1963,5599827.0
648,Albania,Europe & Central Asia,Upper middle income,1963,1762621.0
649,Andorra,Europe & Central Asia,High income,1963,11839.0
650,United Arab Emirates,Middle East & North Africa,High income,1963,157006.0
651,Argentina,Latin America & Caribbean,Upper middle income,1963,21364017.0
652,Armenia,Europe & Central Asia,Upper middle income,1963,2106142.0
653,American Samoa,East Asia & Pacific,High income,1963,21949.0
654,Antigua and Barbuda,Latin America & Caribbean,High income,1963,57778.0
655,Australia,East Asia & Pacific,High income,1963,10950000.0
656,Austria,Europe & Central Asia,High income,1963,7175811.0
657,Azerbaijan,Europe & Central Asia,Upper middle income,1963,4293550.0
658,Burundi,Sub-Saharan Africa,Low income,1963,2948133.0
659,Belgium,Europe & Central Asia,High income,1963,9289770.0
660,Benin,Sub-Saharan Africa,Lower middle income,1963,2638082.0
661,Burkina Faso,Sub-Saharan Africa,Low income,1963,4998671.0
662,Bangladesh,South Asia,Lower middle income,1963,55094115.0
663,Bulgaria,Europe & Central Asia,Upper middle income,1963,8078145.0
664,Bahrain,Middle East & North Africa,High income,1963,179891.0
665,"Bahamas, The",Latin America & Caribbean,High income,1963,132639.0
666,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1963,3448532.0
667,Belarus,Europe & Central Asia,Upper middle income,1963,8437232.0
668,Belize,Latin America & Caribbean,Upper middle income,1963,98862.0
669,Bermuda,North America,High income,1963,47700.0
670,Bolivia,Latin America & Caribbean,Lower middle income,1963,3945729.0
671,Brazil,Latin America & Caribbean,Upper middle income,1963,79915555.0
672,Barbados,Latin America & Caribbean,High income,1963,235875.0
673,Brunei Darussalam,East Asia & Pacific,High income,1963,98277.0
674,Bhutan,South Asia,Lower middle income,1963,240268.0
